State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
Meghalaya,2021,August,"Week 4",6643646,521885,493178,9025
Meghalaya,2021,August,"Week 5",2897980,227172,215777,3924
Meghalaya,2021,February,"Week 1",2389823,96651,95070,1028
Meghalaya,2021,February,"Week 2",2451833,97445,95329,1036
Meghalaya,2021,February,"Week 3",2503249,97632,96149,1036
Meghalaya,2021,February,"Week 4",2556046,97712,96543,1036
Meghalaya,2021,January,"Week 1",2078544,94365,92351,979
Meghalaya,2021,January,"Week 2",2163745,95401,93301,1003
Meghalaya,2021,January,"Week 3",2231459,95944,93934,1010
Meghalaya,2021,January,"Week 4",2289696,96146,94382,1022
Meghalaya,2021,January,"Week 5",1002741,41278,40615,438
Meghalaya,2021,July,"Week 1",4992699,360195,323053,6047
Meghalaya,2021,July,"Week 2",5206850,381360,345496,6355
Meghalaya,2021,July,"Week 3",5439568,401816,366661,6638
Meghalaya,2021,July,"Week 4",5682256,428291,386598,7154
Meghalaya,2021,July,"Week 5",2516637,193059,172332,3220
Meghalaya,2021,June,"Week 1",4135651,263648,217009,4461
Meghalaya,2021,June,"Week 2",4330412,287020,248223,4993
Meghalaya,2021,June,"Week 3",4538933,309864,272634,5382
Meghalaya,2021,June,"Week 4",4740234,332007,295060,5669
Meghalaya,2021,June,"Week 5",1390605,98674,88526,1669
Meghalaya,2021,March,"Week 1",2614052,97769,96633,1036
Meghalaya,2021,March,"Week 2",2666021,97893,96717,1036
Meghalaya,2021,March,"Week 3",2718313,98036,96789,1038
Meghalaya,2021,March,"Week 4",2773071,98166,96942,1047
Meghalaya,2021,March,"Week 5",1203933,42155,41585,450
Meghalaya,2021,May,"Week 1",3307316,126066,110425,1306
Meghalaya,2021,May,"Week 2",3443862,144494,119726,1711
Meghalaya,2021,May,"Week 3",3609778,175359,134639,2494
Meghalaya,2021,May,"Week 4",3821459,219734,161047,3457
Meghalaya,2021,May,"Week 5",1715779,105236,81393,1693
Meghalaya,2021,October,"Week 1",7607517,572811,552725,9858
Meghalaya,2021,October,"Week 2",7749998,577518,559969,9960
Meghalaya,2021,October,"Week 3",7867819,581127,565441,10058
Meghalaya,2021,October,"Week 4",7976953,583754,569462,10121
Meghalaya,2021,October,"Week 5",3449700,250791,245069,4348
Meghalaya,2021,September,"Week 1",6885446,537127,512545,9276
Meghalaya,2021,September,"Week 2",7066409,546030,523441,9450
Meghalaya,2021,September,"Week 3",7240901,555195,532612,9622
Meghalaya,2021,September,"Week 4",7408471,563975,541147,9735
Meghalaya,2021,September,"Week 5",2145147,162451,156335,2804
Mizoram,2020,April,"Week 1",116,7,0,0
Mizoram,2020,April,"Week 2",593,7,0,0
Mizoram,2020,April,"Week 3",767,7,0,0
Mizoram,2020,April,"Week 4",996,7,0,0
Mizoram,2020,April,"Week 5",359,2,0,0
Mizoram,2020,August,"Week 1",152623,3483,1921,0
Mizoram,2020,August,"Week 2",168506,4372,2260,0
Mizoram,2020,August,"Week 3",194848,5723,2684,0
Mizoram,2020,August,"Week 4",246824,6636,3292,0
Mizoram,2020,August,"Week 5",120086,3022,1762,0
Mizoram,2020,December,"Week 1",1079980,27268,25670,42
Mizoram,2020,December,"Week 2",1133977,28035,26705,46
Mizoram,2020,December,"Week 3",1182916,28664,27554,49
Mizoram,2020,December,"Week 4",1224667,29152,28209,55
Mizoram,2020,December,"Week 5",534368,12593,12274,24
Mizoram,2020,July,"Week 1",101741,1229,911,0
Mizoram,2020,July,"Week 2",113494,1561,1039,0
Mizoram,2020,July,"Week 3",124971,1954,1149,0
Mizoram,2020,July,"Week 4",137184,2442,1312,0
Mizoram,2020,July,"Week 5",62513,1211,696,0
Mizoram,2020,June,"Week 1",10279,127,7,0
Mizoram,2020,June,"Week 2",22348,651,7,0
Mizoram,2020,June,"Week 3",47637,900,31,0
Mizoram,2020,June,"Week 4",79886,1022,242,0
Mizoram,2020,June,"Week 5",26818,311,183,0
Mizoram,2020,March,"Week 4",0,4,0,0
Mizoram,2020,March,"Week 5",0,3,0,0
Mizoram,2020,May,"Week 1",1309,7,3,0
Mizoram,2020,May,"Week 2",1528,7,7,0
Mizoram,2020,May,"Week 3",2086,7,7,0
Mizoram,2020,May,"Week 4",2753,7,7,0
Mizoram,2020,May,"Week 5",1992,3,3,0
Mizoram,2020,November,"Week 1",820545,20178,16939,10
Mizoram,2020,November,"Week 2",881841,22478,18978,15
Mizoram,2020,November,"Week 3",940637,24375,20847,34
Mizoram,2020,November,"Week 4",1006028,26121,23134,35
Mizoram,2020,November,"Week 5",299180,7648,6939,10
Mizoram,2020,October,"Week 1",577115,14686,12639,0
Mizoram,2020,October,"Week 2",615720,15242,14141,0
Mizoram,2020,October,"Week 3",669826,15790,15021,0
Mizoram,2020,October,"Week 4",728164,17163,15418,1
Mizoram,2020,October,"Week 5",332750,8072,6817,3
Mizoram,2020,September,"Week 1",305867,7387,4796,0
Mizoram,2020,September,"Week 2",336857,9222,5607,0
Mizoram,2020,September,"Week 3",401477,10699,6776,0
Mizoram,2020,September,"Week 4",491743,12557,8611,0
Mizoram,2020,September,"Week 5",155467,3944,3146,0
Mizoram,2021,April,"Week 1",1784846,31436,31087,77
Mizoram,2021,April,"Week 2",1835236,32234,31233,80
Mizoram,2021,April,"Week 3",1914324,34121,31614,84
Mizoram,2021,April,"Week 4",2027423,37713,32779,88
Mizoram,2021,April,"Week 5",604844,11898,9808,28
Mizoram,2021,August,"Week 1",4529161,287815,203144,1094
Mizoram,2021,August,"Week 2",4876996,322898,243498,1203
Mizoram,2021,August,"Week 3",5278910,349473,293967,1309
Mizoram,2021,August,"Week 4",5672850,379277,333222,1415
Mizoram,2021,August,"Week 5",2530534,174603,149207,643
Mizoram,2021,February,"Week 1",1479746,30640,30391,63
Mizoram,2021,February,"Week 2",1526308,30722,30521,63
Mizoram,2021,February,"Week 3",1564912,30803,30603,70
Mizoram,2021,February,"Week 4",1606362,30909,30687,70
Mizoram,2021,January,"Week 1",1273141,29618,28956,56
Mizoram,2021,January,"Week 2",1312617,30031,29361,61
Mizoram,2021,January,"Week 3",1356501,30278,29708,63
Mizoram,2021,January,"Week 4",1410956,30477,30072,63
Mizoram,2021,January,"Week 5",618759,13101,12970,27
Mizoram,2021,July,"Week 1",3478826,148854,123411,672
Mizoram,2021,July,"Week 2",3645446,167316,137195,752
Mizoram,2021,July,"Week 3",3859892,190604,149877,852
Mizoram,2021,July,"Week 4",4090339,226684,165132,948
Mizoram,2021,July,"Week 5",1822654,111632,77289,431
Mizoram,2021,June,"Week 1",2819200,91502,69308,340
Mizoram,2021,June,"Week 2",2974135,103016,79294,432
Mizoram,2021,June,"Week 3",3126921,115400,90279,537
Mizoram,2021,June,"Week 4",3289936,131741,102064,620
Mizoram,2021,June,"Week 5",962037,39894,31700,185
Mizoram,2021,March,"Week 1",1646086,30987,30814,70
Mizoram,2021,March,"Week 2",1682003,31034,30906,70
Mizoram,2021,March,"Week 3",1710325,31101,30935,74
Mizoram,2021,March,"Week 4",1739714,31193,30973,77
Mizoram,2021,March,"Week 5",755424,13406,13296,33
Mizoram,2021,May,"Week 1",2199279,46235,36367,116
Mizoram,2021,May,"Week 2",2331761,54938,41996,149
Mizoram,2021,May,"Week 3",2443196,63503,49410,192
Mizoram,2021,May,"Week 4",2587251,74641,57176,234
Mizoram,2021,May,"Week 5",1163656,35734,27038,111
Mizoram,2021,October,"Week 1",7828552,691005,585595,2282
Mizoram,2021,October,"Week 2",8195120,746507,648607,2507
Mizoram,2021,October,"Week 3",8521156,791291,713623,2715
Mizoram,2021,October,"Week 4",8828476,823967,768306,2896
Mizoram,2021,October,"Week 5",3879096,362227,341860,1289
Mizoram,2021,September,"Week 1",6199319,439626,369298,1553
Mizoram,2021,September,"Week 2",6602533,488762,405456,1648
Mizoram,2021,September,"Week 3",6986600,544556,450237,1797
Mizoram,2021,September,"Week 4",7363000,606376,502185,2015
Mizoram,2021,September,"Week 5",2171306,185579,154616,615
Nagaland,2020,April,"Week 1",120,0,0,0
Nagaland,2020,April,"Week 2",582,0,0,0
Nagaland,2020,April,"Week 3",2409,0,0,0
Nagaland,2020,April,"Week 4",4251,0,0,0
Nagaland,2020,April,"Week 5",1297,0,0,0
Nagaland,2020,August,"Week 1",288426,16035,4932,35
Nagaland,2020,August,"Week 2",329574,21119,7205,51
Nagaland,2020,August,"Week 3",366147,24469,11638,49
Nagaland,2020,August,"Week 4",401412,26154,17663,56
Nagaland,2020,August,"Week 5",180503,11723,8983,24
Nagaland,2020,December,"Week 1",799063,79188,73571,454
Nagaland,2020,December,"Week 2",814031,81336,75650,475
Nagaland,2020,December,"Week 3",827958,82741,77549,504
Nagaland,2020,December,"Week 4",836635,83233,79639,542
Nagaland,2020,December,"Week 5",360276,35765,34471,237
Nagaland,2020,July,"Week 1",134522,3997,1612,0
Nagaland,2020,July,"Week 2",170207,5325,2238,0
Nagaland,2020,July,"Week 3",202899,6791,2990,0
Nagaland,2020,July,"Week 4",235318,8970,3789,18
Nagaland,2020,July,"Week 5",111406,4772,1855,12
Nagaland,2020,June,"Week 1",25686,560,16,0
Nagaland,2020,June,"Week 2",39560,999,298,0
Nagaland,2020,June,"Week 3",61594,1352,807,0
Nagaland,2020,June,"Week 4",88727,2485,1080,0
Nagaland,2020,June,"Week 5",32468,910,336,0
Nagaland,2020,May,"Week 1",5003,0,0,0
Nagaland,2020,May,"Week 2",6052,0,0,0
Nagaland,2020,May,"Week 3",6704,0,0,0
Nagaland,2020,May,"Week 4",9248,34,0,0
Nagaland,2020,May,"Week 5",6783,104,0,0
Nagaland,2020,November,"Week 1",702405,64575,55302,302
Nagaland,2020,November,"Week 2",721136,67094,60114,346
Nagaland,2020,November,"Week 3",765749,72206,62774,379
Nagaland,2020,November,"Week 4",776552,76817,66003,433
Nagaland,2020,November,"Week 5",225866,22345,19984,128
Nagaland,2020,October,"Week 1",574007,45514,36981,84
Nagaland,2020,October,"Week 2",603106,49611,39853,92
Nagaland,2020,October,"Week 3",633525,54722,43067,139
Nagaland,2020,October,"Week 4",665180,60160,46496,191
Nagaland,2020,October,"Week 5",293288,26886,21623,113
Nagaland,2020,September,"Week 1",447613,28719,23658,56
Nagaland,2020,September,"Week 2",481362,33563,26678,56
Nagaland,2020,September,"Week 3",508139,37542,28911,70
Nagaland,2020,September,"Week 4",536764,40538,32818,77
Nagaland,2020,September,"Week 5",158566,12203,9967,24
Nagaland,2021,April,"Week 1",959091,86537,83866,637
Nagaland,2021,April,"Week 2",969220,86857,84038,645
Nagaland,2021,April,"Week 3",983529,88042,84748,657
Nagaland,2021,April,"Week 4",1006434,92127,84951,677
Nagaland,2021,April,"Week 5",293127,27726,24436,204
Nagaland,2021,August,"Week 1",1889627,197569,178577,4046
Nagaland,2021,August,"Week 2",1983381,202111,182711,4130
Nagaland,2021,August,"Week 3",2061147,205377,187660,4247
Nagaland,2021,August,"Week 4",2161119,208137,191666,4283
Nagaland,2021,August,"Week 5",957094,90058,83162,1999
Nagaland,2021,February,"Week 1",879588,84870,82729,616
Nagaland,2021,February,"Week 2",892655,85217,82974,616
Nagaland,2021,February,"Week 3",901229,85334,83426,632
Nagaland,2021,February,"Week 4",908614,85371,83598,637
Nagaland,2021,January,"Week 1",845995,83574,80948,557
Nagaland,2021,January,"Week 2",854343,83939,81573,591
Nagaland,2021,January,"Week 3",862257,84415,82034,616
Nagaland,2021,January,"Week 4",868796,84551,82329,616
Nagaland,2021,January,"Week 5",374423,36272,35416,264
Nagaland,2021,July,"Week 1",1617104,178498,161551,3501
Nagaland,2021,July,"Week 2",1668163,181829,166344,3567
Nagaland,2021,July,"Week 3",1725348,186640,169843,3684
Nagaland,2021,July,"Week 4",1786643,191108,172948,3800
Nagaland,2021,July,"Week 5",786729,83238,75314,1683
Nagaland,2021,June,"Week 1",1379177,156940,116373,2868
Nagaland,2021,June,"Week 2",1436343,164063,129801,3110
Nagaland,2021,June,"Week 3",1491052,168770,144918,3265
Nagaland,2021,June,"Week 4",1541594,173195,154175,3381
Nagaland,2021,June,"Week 5",451722,50350,45233,988
Nagaland,2021,March,"Week 1",918323,85453,83654,637
Nagaland,2021,March,"Week 2",931134,85539,83733,637
Nagaland,2021,March,"Week 3",941611,85575,83812,637
Nagaland,2021,March,"Week 4",948910,85592,83852,637
Nagaland,2021,March,"Week 5",408468,36806,35940,273
Nagaland,2021,May,"Week 1",1045717,103507,86603,807
Nagaland,2021,May,"Week 2",1171351,116575,89638,1115
Nagaland,2021,May,"Week 3",1233609,130809,94851,1586
Nagaland,2021,May,"Week 4",1300707,143740,103609,2176
Nagaland,2021,May,"Week 5",574513,64614,46675,1076
Nagaland,2021,October,"Week 1",2638390,219306,205344,4665
Nagaland,2021,October,"Week 2",2678126,220288,206693,4701
Nagaland,2021,October,"Week 3",2710128,221326,207719,4726
Nagaland,2021,October,"Week 4",2740976,222112,208487,4763
Nagaland,2021,October,"Week 5",1184541,95484,89651,2053
Nagaland,2021,September,"Week 1",2304406,212086,196110,4371
Nagaland,2021,September,"Week 2",2439414,214125,198726,4468
Nagaland,2021,September,"Week 3",2492839,215844,201255,4563
Nagaland,2021,September,"Week 4",2564703,217733,203143,4630
Nagaland,2021,September,"Week 5",743835,62463,58426,1330
Odisha,2020,April,"Week 1",8021,172,12,1
Odisha,2020,April,"Week 2",25554,363,76,7
Odisha,2020,April,"Week 3",60546,455,161,7
Odisha,2020,April,"Week 4",143422,705,242,7
Odisha,2020,April,"Week 5",60804,268,80,2
Odisha,2020,August,"Week 1",4001944,264655,172110,1808
Odisha,2020,August,"Week 2",4943085,344326,243440,2416
Odisha,2020,August,"Week 3",7083446,453863,318116,2904
Odisha,2020,August,"Week 4",9972615,593033,419040,3371
Odisha,2020,August,"Week 5",5191899,302390,221233,1603
Odisha,2020,December,"Week 1",42427921,2242660,2202373,12694
Odisha,2020,December,"Week 2",44192800,2261093,2227740,12956
Odisha,2020,December,"Week 3",45744857,2278527,2246501,13167
Odisha,2020,December,"Week 4",47356609,2295046,2263551,13345
Odisha,2020,December,"Week 5",20744955,987928,975310,5771
Odisha,2020,July,"Week 1",2006384,60261,41907,296
Odisha,2020,July,"Week 2",2295706,87445,58614,551
Odisha,2020,July,"Week 3",2644723,117405,83293,802
Odisha,2020,July,"Week 4",3114868,168028,111501,1144
Odisha,2020,July,"Week 5",1502121,91430,59203,614
Odisha,2020,June,"Week 1",1161678,17460,10681,67
Odisha,2020,June,"Week 2",1324989,23900,16538,85
Odisha,2020,June,"Week 3",1489493,31761,22570,104
Odisha,2020,June,"Week 4",1684957,41631,30036,170
Odisha,2020,June,"Week 5",525859,13924,10135,62
Odisha,2020,March,"Week 3",0,9,0,0
Odisha,2020,March,"Week 4",0,17,0,0
Odisha,2020,March,"Week 5",0,10,0,0
Odisha,2020,May,"Week 1",293143,1246,414,10
Odisha,2020,May,"Week 2",450517,3061,701,20
Odisha,2020,May,"Week 3",669696,6311,1902,32
Odisha,2020,May,"Week 4",890673,10002,4564,49
Odisha,2020,May,"Week 5",443191,5490,3153,27
Odisha,2020,November,"Week 1",33184229,2071525,1974845,9939
Odisha,2020,November,"Week 2",35542154,2134043,2046973,10648
Odisha,2020,November,"Week 3",37676317,2176695,2110873,11401
Odisha,2020,November,"Week 4",39826469,2211535,2157150,12178
Odisha,2020,November,"Week 5",11767769,637032,623321,3579
Odisha,2020,October,"Week 1",24061849,1625499,1414993,6726
Odisha,2020,October,"Week 2",26263034,1764053,1588203,7533
Odisha,2020,October,"Week 3",28283787,1877646,1727669,8321
Odisha,2020,October,"Week 4",30200477,1966897,1846942,9070
Odisha,2020,October,"Week 5",13527439,865861,821625,4084
Odisha,2020,September,"Week 1",13968864,818574,632061,4081
Odisha,2020,September,"Week 2",16278776,1001456,783488,4595
Odisha,2020,September,"Week 3",18669114,1199624,963341,5125
Odisha,2020,September,"Week 4",21065508,1406278,1158303,5740
Odisha,2020,September,"Week 5",6451851,434795,367181,1776
Odisha,2021,April,"Week 1",64113412,2399773,2365440,13823
Odisha,2021,April,"Week 2",65580055,2449818,2381211,13861
Odisha,2021,April,"Week 3",67201179,2585126,2425451,13989
Odisha,2021,April,"Week 4",69127914,2854671,2545984,14299
Odisha,2021,April,"Week 5",20127860,879707,765814,4178
Odisha,2021,August,"Week 1",114046342,6875570,6745544,43544
Odisha,2021,August,"Week 2",117287135,6931162,6815548,46779
Odisha,2021,August,"Week 3",120497404,6980741,6869222,49984
Odisha,2021,August,"Week 4",123717191,7022756,6916585,53300
Odisha,2021,August,"Week 5",54029345,3021365,2977338,23863
Odisha,2021,February,"Week 1",54579171,2347647,2328249,13722
Odisha,2021,February,"Week 2",55681874,2351679,2333026,13741
Odisha,2021,February,"Week 3",56725152,2355168,2337153,13761
Odisha,2021,February,"Week 4",57782538,2358544,2340695,13774
Odisha,2021,January,"Week 1",49215209,2313546,2285490,13557
Odisha,2021,January,"Week 2",50409293,2324601,2297557,13620
Odisha,2021,January,"Week 3",51801008,2333985,2308670,13676
Odisha,2021,January,"Week 4",52981241,2340876,2318776,13707
Odisha,2021,January,"Week 5",23055945,1004880,995889,5877
Odisha,2021,July,"Week 1",98349754,6451591,6235205,29798
Odisha,2021,July,"Week 2",101926514,6575857,6385886,32582
Odisha,2021,July,"Week 3",105435944,6678244,6511702,35736
Odisha,2021,July,"Week 4",109058663,6771564,6616390,38924
Odisha,2021,July,"Week 5",47847697,2927090,2864845,17663
Odisha,2021,June,"Week 1",84295022,5583936,5051304,20759
Odisha,2021,June,"Week 2",87651697,5891142,5466620,22856
Odisha,2021,June,"Week 3",90758948,6091737,5802736,24943
Odisha,2021,June,"Week 4",93933003,6255861,6020625,26986
Odisha,2021,June,"Week 5",27444091,1816229,1751847,8094
Odisha,2021,March,"Week 1",58841096,2362643,2343927,13789
Odisha,2021,March,"Week 2",59898428,2365953,2347876,13793
Odisha,2021,March,"Week 3",60991243,2369610,2351490,13798
Odisha,2021,March,"Week 4",62248664,2376537,2354962,13806
Odisha,2021,March,"Week 5",27068520,1021939,1010830,5922
Odisha,2021,May,"Week 1",71917859,3370720,2874231,15019
Odisha,2021,May,"Week 2",74309647,3889220,3257586,15880
Odisha,2021,May,"Week 3",77006157,4437721,3750449,16881
Odisha,2021,May,"Week 4",80018867,4988430,4287750,18229
Odisha,2021,May,"Week 5",35129933,2268824,2010105,8318
Odisha,2021,October,"Week 1",141652931,7198934,7108746,57900
Odisha,2021,October,"Week 2",144928859,7225172,7134569,58158
Odisha,2021,October,"Week 3",147874501,7248965,7159621,58395
Odisha,2021,October,"Week 4",151094249,7272051,7184262,58554
Odisha,2021,October,"Week 5",65774974,3123021,3086051,25146
Odisha,2021,September,"Week 1",128370370,7075047,6973758,56660
Odisha,2021,September,"Week 2",131499823,7109157,7009367,57005
Odisha,2021,September,"Week 3",134219691,7136777,7043851,57275
Odisha,2021,September,"Week 4",137566677,7165805,7071951,57553
Odisha,2021,September,"Week 5",39869318,2052350,2025725,16496
Puducherry,2020,April,"Week 1",0,33,1,0
Puducherry,2020,April,"Week 2",0,45,7,0
Puducherry,2020,April,"Week 3",5043,49,19,0
Puducherry,2020,April,"Week 4",12736,53,30,0
Puducherry,2020,April,"Week 5",4581,16,10,0
Puducherry,2020,August,"Week 1",302021,29457,17845,427
Puducherry,2020,August,"Week 2",349644,42085,24655,651
Puducherry,2020,August,"Week 3",409862,59149,35083,862
Puducherry,2020,August,"Week 4",472149,80307,50506,1215
Puducherry,2020,August,"Week 5",224301,42094,26813,660
Puducherry,2020,December,"Week 1",2915965,260106,252868,4293
Puducherry,2020,December,"Week 2",3024058,261868,255055,4324
Puducherry,2020,December,"Week 3",3151233,263649,257050,4365
Puducherry,2020,December,"Week 4",3291448,265425,258523,4408
Puducherry,2020,December,"Week 5",1455770,114298,111289,1899
Puducherry,2020,July,"Week 1",140844,6267,2866,93
Puducherry,2020,July,"Week 2",176114,9377,4883,119
Puducherry,2020,July,"Week 3",213249,13331,7649,183
Puducherry,2020,July,"Week 4",245293,18559,10960,268
Puducherry,2020,July,"Week 5",116440,9947,5932,144
Puducherry,2020,June,"Week 1",54523,677,260,0
Puducherry,2020,June,"Week 2",65415,1094,484,12
Puducherry,2020,June,"Week 3",81632,1925,808,41
Puducherry,2020,June,"Week 4",100406,3549,1353,65
Puducherry,2020,June,"Week 5",33760,1404,534,23
Puducherry,2020,March,"Week 3",0,5,0,0
Puducherry,2020,March,"Week 4",0,7,0,0
Puducherry,2020,March,"Week 5",0,3,0,0
Puducherry,2020,May,"Week 1",23191,62,40,0
Puducherry,2020,May,"Week 2",31744,85,61,0
