State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
Ladakh,2020,October,"Week 1",397610,31950,23564,429
Ladakh,2020,October,"Week 2",424830,35722,28038,446
Ladakh,2020,October,"Week 3",424830,39089,32274,463
Ladakh,2020,October,"Week 4",492946,41585,35911,496
Ladakh,2020,October,"Week 5",217008,18603,16470,223
Ladakh,2020,September,"Week 1",233968,20389,14598,245
Ladakh,2020,September,"Week 2",282548,22707,16695,264
Ladakh,2020,September,"Week 3",313372,25538,18303,333
Ladakh,2020,September,"Week 4",349969,28162,20631,384
Ladakh,2020,September,"Week 5",107516,8464,6254,116
Ladakh,2021,April,"Week 1",770476,71913,68621,910
Ladakh,2021,April,"Week 2",770476,75920,70096,916
Ladakh,2021,April,"Week 3",770476,84976,72713,931
Ladakh,2021,April,"Week 4",1263794,93522,79246,960
Ladakh,2021,April,"Week 5",399418,27835,24505,283
Ladakh,2021,August,"Week 1",3111487,142547,140654,1449
Ladakh,2021,August,"Week 2",3206758,142936,140950,1449
Ladakh,2021,August,"Week 3",3297179,143298,141309,1449
Ladakh,2021,August,"Week 4",3379244,143601,141707,1449
Ladakh,2021,August,"Week 5",1474953,61666,60834,621
Ladakh,2021,February,"Week 1",770476,68159,66757,910
Ladakh,2021,February,"Week 2",770476,68330,67034,910
Ladakh,2021,February,"Week 3",770476,68474,67252,910
Ladakh,2021,February,"Week 4",770476,68656,67394,910
Ladakh,2021,January,"Week 1",748668,66958,64395,889
Ladakh,2021,January,"Week 2",763480,67367,65259,892
Ladakh,2021,January,"Week 3",770476,67613,66117,899
Ladakh,2021,January,"Week 4",770476,67803,66489,903
Ladakh,2021,January,"Week 5",330204,29153,28559,389
Ladakh,2021,July,"Week 1",2574192,140835,137841,1422
Ladakh,2021,July,"Week 2",2696676,141365,139103,1441
Ladakh,2021,July,"Week 3",2815822,141801,139656,1442
Ladakh,2021,July,"Week 4",2939894,142112,140175,1448
Ladakh,2021,July,"Week 5",1300679,60990,60203,621
Ladakh,2021,June,"Week 1",1914041,133223,122629,1353
Ladakh,2021,June,"Week 2",2042025,136412,129545,1376
Ladakh,2021,June,"Week 3",2191824,138191,133623,1403
Ladakh,2021,June,"Week 4",2356832,139502,135913,1414
Ladakh,2021,June,"Week 5",706494,40111,39157,404
Ladakh,2021,March,"Week 1",770476,68770,67555,910
Ladakh,2021,March,"Week 2",770476,68886,67717,910
Ladakh,2021,March,"Week 3",770476,69151,67869,910
Ladakh,2021,March,"Week 4",770476,69652,68027,910
Ladakh,2021,March,"Week 5",330204,30283,29280,390
Ladakh,2021,May,"Week 1",1444941,101930,91159,1042
Ladakh,2021,May,"Week 2",1548576,109368,97862,1104
Ladakh,2021,May,"Week 3",1639735,117240,105062,1181
Ladakh,2021,May,"Week 4",1731827,124567,112315,1264
Ladakh,2021,May,"Week 5",778493,55607,50271,564
Ladakh,2021,October,"Week 1",3820326,145772,143929,1451
Ladakh,2021,October,"Week 2",3816143,145986,144185,1456
Ladakh,2021,October,"Week 3",3851092,146171,144446,1456
Ladakh,2021,October,"Week 4",3873575,146379,144634,1456
Ladakh,2021,October,"Week 5",1665341,62854,62040,624
Ladakh,2021,September,"Week 1",3501242,144058,142182,1449
Ladakh,2021,September,"Week 2",3575477,144218,142521,1449
Ladakh,2021,September,"Week 3",3650189,144870,142706,1449
Ladakh,2021,September,"Week 4",3729336,145430,142950,1449
Ladakh,2021,September,"Week 5",1074155,41598,41043,414
Lakshadweep,2021,April,"Week 1",349566,5205,4888,7
Lakshadweep,2021,April,"Week 2",367078,5647,5110,7
Lakshadweep,2021,April,"Week 3",402014,8205,5469,7
Lakshadweep,2021,April,"Week 4",475386,14716,7174,7
Lakshadweep,2021,April,"Week 5",150193,5429,2804,8
Lakshadweep,2021,August,"Week 1",1553883,71584,70421,350
Lakshadweep,2021,August,"Week 2",1590908,71874,70921,356
Lakshadweep,2021,August,"Week 3",1623811,72091,71212,357
Lakshadweep,2021,August,"Week 4",1653121,72269,71419,357
Lakshadweep,2021,August,"Week 5",716875,31030,30658,153
Lakshadweep,2021,February,"Week 1",38466,911,423,0
Lakshadweep,2021,February,"Week 2",90377,1333,775,0
Lakshadweep,2021,February,"Week 3",145858,1838,1188,0
Lakshadweep,2021,February,"Week 4",202287,2338,1679,4
Lakshadweep,2021,January,"Week 3",524,113,0,0
Lakshadweep,2021,January,"Week 4",5287,438,0,0
Lakshadweep,2021,January,"Week 5",4104,236,93,0
Lakshadweep,2021,July,"Week 1",1325010,69260,66763,343
Lakshadweep,2021,July,"Week 2",1391240,70093,68318,343
Lakshadweep,2021,July,"Week 3",1442684,70482,69333,343
Lakshadweep,2021,July,"Week 4",1483800,70911,69753,344
Lakshadweep,2021,July,"Week 5",651455,30529,30028,150
Lakshadweep,2021,June,"Week 1",999951,59727,50652,256
Lakshadweep,2021,June,"Week 2",1078963,63691,58386,300
Lakshadweep,2021,June,"Week 3",1152787,65749,62521,318
Lakshadweep,2021,June,"Week 4",1218836,67357,64571,333
Lakshadweep,2021,June,"Week 5",362038,19512,18721,96
Lakshadweep,2021,March,"Week 1",242077,3074,2054,7
Lakshadweep,2021,March,"Week 2",276693,3897,2545,7
Lakshadweep,2021,March,"Week 3",304382,4480,3315,7
Lakshadweep,2021,March,"Week 4",324958,4938,4223,7
Lakshadweep,2021,March,"Week 5",144049,2156,2012,3
Lakshadweep,2021,May,"Week 1",581720,22795,14198,44
Lakshadweep,2021,May,"Week 2",642103,28871,21365,75
Lakshadweep,2021,May,"Week 3",707284,36938,26956,116
Lakshadweep,2021,May,"Week 4",835535,49122,33677,181
Lakshadweep,2021,May,"Week 5",394164,23636,17545,96
Lakshadweep,2021,October,"Week 1",1792241,72536,71869,357
Lakshadweep,2021,October,"Week 2",1808761,72554,71871,357
Lakshadweep,2021,October,"Week 3",1822469,72555,71889,357
Lakshadweep,2021,October,"Week 4",1835850,72555,71890,357
Lakshadweep,2021,October,"Week 5",790269,31095,30810,153
Lakshadweep,2021,September,"Week 1",1689043,72435,71671,357
Lakshadweep,2021,September,"Week 2",1714655,72457,71778,357
Lakshadweep,2021,September,"Week 3",1734238,72490,71792,357
Lakshadweep,2021,September,"Week 4",1772818,72527,71824,357
Lakshadweep,2021,September,"Week 5",509337,20722,20528,102
"Madhya Pradesh",2020,April,"Week 1",9394,1277,35,82
"Madhya Pradesh",2020,April,"Week 2",53823,3649,281,279
"Madhya Pradesh",2020,April,"Week 3",111250,9258,748,474
"Madhya Pradesh",2020,April,"Week 4",184612,13707,1878,687
"Madhya Pradesh",2020,April,"Week 5",75549,5185,943,267
"Madhya Pradesh",2020,August,"Week 1",5765800,245112,176619,6411
"Madhya Pradesh",2020,August,"Week 2",6523485,285443,213122,7215
"Madhya Pradesh",2020,August,"Week 3",7511378,332132,250671,7983
"Madhya Pradesh",2020,August,"Week 4",8587620,389694,296425,8857
"Madhya Pradesh",2020,August,"Week 5",4052092,187273,142537,4113
"Madhya Pradesh",2020,December,"Week 1",27092878,1481993,1362464,23181
"Madhya Pradesh",2020,December,"Week 2",28563163,1547495,1432403,23686
"Madhya Pradesh",2020,December,"Week 3",29966801,1603394,1496416,24192
"Madhya Pradesh",2020,December,"Week 4",31338515,1654410,1556457,24756
"Madhya Pradesh",2020,December,"Week 5",13842421,722819,683700,10783
"Madhya Pradesh",2020,July,"Week 1",2793402,102709,78511,4208
"Madhya Pradesh",2020,July,"Week 2",3340111,121079,89038,4534
"Madhya Pradesh",2020,July,"Week 3",4091153,152871,104665,4990
"Madhya Pradesh",2020,July,"Week 4",4793272,189058,129815,5601
"Madhya Pradesh",2020,July,"Week 5",2259481,92908,64862,2568
"Madhya Pradesh",2020,June,"Week 1",1327090,61678,39623,2665
"Madhya Pradesh",2020,June,"Week 2",1639108,71663,49454,3038
"Madhya Pradesh",2020,June,"Week 3",1941127,79897,59718,3420
"Madhya Pradesh",2020,June,"Week 4",2258014,88331,67501,3775
"Madhya Pradesh",2020,June,"Week 5",719079,26963,20594,1136
"Madhya Pradesh",2020,March,"Week 3",0,8,0,0
"Madhya Pradesh",2020,March,"Week 4",0,122,0,0
"Madhya Pradesh",2020,March,"Week 5",0,152,0,11
"Madhya Pradesh",2020,May,"Week 1",362185,20721,6132,1171
"Madhya Pradesh",2020,May,"Week 2",536371,26782,12287,1541
"Madhya Pradesh",2020,May,"Week 3",772410,36779,17645,1778
"Madhya Pradesh",2020,May,"Week 4",975136,47803,25001,2082
"Madhya Pradesh",2020,May,"Week 5",484796,23625,13555,1027
"Madhya Pradesh",2020,November,"Week 1",21289486,1219170,1142361,20897
"Madhya Pradesh",2020,November,"Week 2",22603222,1260645,1180254,21383
"Madhya Pradesh",2020,November,"Week 3",23702137,1309362,1219613,21815
"Madhya Pradesh",2020,November,"Week 4",25169672,1387364,1270301,22384
"Madhya Pradesh",2020,November,"Week 5",7474104,410873,374618,6510
"Madhya Pradesh",2020,October,"Week 1",15262461,947824,796618,17010
"Madhya Pradesh",2020,October,"Week 2",16814361,1031051,904935,18346
"Madhya Pradesh",2020,October,"Week 3",18083752,1120543,1008194,19396
"Madhya Pradesh",2020,October,"Week 4",19426997,1168905,1070822,20158
"Madhya Pradesh",2020,October,"Week 5",8721833,512048,475315,8821
"Madhya Pradesh",2020,September,"Week 1",10286181,492147,374033,10579
"Madhya Pradesh",2020,September,"Week 2",11437785,586456,440687,11882
"Madhya Pradesh",2020,September,"Week 3",12470328,703808,536648,13362
"Madhya Pradesh",2020,September,"Week 4",13498092,822991,651004,15016
"Madhya Pradesh",2020,September,"Week 5",4047093,254090,207179,4597
"Madhya Pradesh",2021,April,"Week 1",45507671,2151649,1971389,28295
"Madhya Pradesh",2021,April,"Week 2",47224854,2381527,2093830,29387
"Madhya Pradesh",2021,April,"Week 3",49531156,2863485,2349071,31975
"Madhya Pradesh",2021,April,"Week 4",52192692,3492549,2823520,35938
"Madhya Pradesh",2021,April,"Week 5",15436716,1114254,920246,11135
"Madhya Pradesh",2021,August,"Week 1",103006220,5543301,5468690,73594
"Madhya Pradesh",2021,August,"Week 2",106566083,5543928,5469420,73598
"Madhya Pradesh",2021,August,"Week 3",110106948,5544462,5470194,73604
"Madhya Pradesh",2021,August,"Week 4",113312755,5544827,5470645,73612
"Madhya Pradesh",2021,August,"Week 5",49587324,2376495,2344713,31548
"Madhya Pradesh",2021,February,"Week 1",37958056,1790867,1748101,26720
"Madhya Pradesh",2021,February,"Week 2",38707162,1799614,1759387,26795
"Madhya Pradesh",2021,February,"Week 3",39430614,1810264,1769875,26915
"Madhya Pradesh",2021,February,"Week 4",40157564,1824864,1780923,27014
"Madhya Pradesh",2021,January,"Week 1",33240295,1712734,1625943,25548
"Madhya Pradesh",2021,January,"Week 2",34481802,1743083,1663336,26019
"Madhya Pradesh",2021,January,"Week 3",35633250,1762960,1695266,26315
"Madhya Pradesh",2021,January,"Week 4",36758241,1776884,1724649,26540
"Madhya Pradesh",2021,January,"Week 5",16030774,764665,744992,11422
"Madhya Pradesh",2021,July,"Week 1",86656163,5529777,5463376,63031
"Madhya Pradesh",2021,July,"Week 2",90669105,5533918,5463728,67619
"Madhya Pradesh",2021,July,"Week 3",94362737,5541604,5466519,73580
"Madhya Pradesh",2021,July,"Week 4",97964670,5542242,5467595,73585
"Madhya Pradesh",2021,July,"Week 5",43067100,2375430,2343518,31539
"Madhya Pradesh",2021,June,"Week 1",71437291,5485319,5332764,57734
"Madhya Pradesh",2021,June,"Week 2",75249845,5512318,5413023,59502
"Madhya Pradesh",2021,June,"Week 3",78823977,5523261,5443091,60940
"Madhya Pradesh",2021,June,"Week 4",82149118,5527172,5457039,62102
"Madhya Pradesh",2021,June,"Week 5",24079947,1579575,1560452,17923
"Madhya Pradesh",2021,March,"Week 1",40927510,1843279,1793344,27066
"Madhya Pradesh",2021,March,"Week 2",41709872,1866834,1810730,27159
"Madhya Pradesh",2021,March,"Week 3",42531786,1905825,1834636,27278
"Madhya Pradesh",2021,March,"Week 4",43701163,1977470,1871808,27509
"Madhya Pradesh",2021,March,"Week 5",19101005,879696,819486,11930
"Madhya Pradesh",2021,May,"Week 1",55974522,4288675,3625389,41916
"Madhya Pradesh",2021,May,"Week 2",59169156,4830716,4028117,46123
"Madhya Pradesh",2021,May,"Week 3",62478063,5193325,4558747,50049
"Madhya Pradesh",2021,May,"Week 4",66159399,5383713,4991871,53822
"Madhya Pradesh",2021,May,"Week 5",29460070,2336204,2230614,24045
"Madhya Pradesh",2021,October,"Week 1",131436067,5547991,5473499,73654
"Madhya Pradesh",2021,October,"Week 2",134281447,5548449,5474035,73660
"Madhya Pradesh",2021,October,"Week 3",136943946,5548858,5474581,73661
"Madhya Pradesh",2021,October,"Week 4",139609499,5549386,5475073,73663
"Madhya Pradesh",2021,October,"Week 5",60714500,2378524,2346617,31572
"Madhya Pradesh",2021,September,"Week 1",118011164,5545645,5471270,73612
"Madhya Pradesh",2021,September,"Week 2",121282136,5546295,5471746,73617
"Madhya Pradesh",2021,September,"Week 3",124456161,5546713,5472363,73619
"Madhya Pradesh",2021,September,"Week 4",127701915,5547326,5472930,73626
"Madhya Pradesh",2021,September,"Week 5",37050466,1585050,1563769,21044
Maharashtra,2020,April,"Week 1",54448,4513,388,256
Maharashtra,2020,April,"Week 2",220059,12830,1343,893
Maharashtra,2020,April,"Week 3",425823,27170,3092,1499
Maharashtra,2020,April,"Week 4",711369,52497,7520,2287
Maharashtra,2020,April,"Week 5",264420,20413,3366,891
Maharashtra,2020,August,"Week 1",16599598,3219405,2079255,113236
Maharashtra,2020,August,"Week 2",19947286,3759703,2591171,128620
Maharashtra,2020,August,"Week 3",23018487,4329835,3068671,144828
Maharashtra,2020,August,"Week 4",26182769,4951820,3582825,159815
Maharashtra,2020,August,"Week 5",12254918,2337511,1690671,73085
Maharashtra,2020,December,"Week 1",77894259,12896063,11969913,332876
Maharashtra,2020,December,"Week 2",80986516,13104807,12248985,336377
Maharashtra,2020,December,"Week 3",83945221,13229817,12444588,340041
Maharashtra,2020,December,"Week 4",86665854,13389996,12639170,343781
Maharashtra,2020,December,"Week 5",38020646,5785781,5473501,148357
Maharashtra,2020,July,"Week 1",7576120,1395705,752655,60376
Maharashtra,2020,July,"Week 2",9010331,1722400,953900,70590
Maharashtra,2020,July,"Week 3",10693101,2109628,1163588,81330
Maharashtra,2020,July,"Week 4",12855528,2559556,1456642,93635
Maharashtra,2020,July,"Week 5",6230685,1234567,744528,44186
Maharashtra,2020,June,"Week 1",3581915,544138,239302,19002
Maharashtra,2020,June,"Week 2",4279715,684672,322328,24983
Maharashtra,2020,June,"Week 3",5034325,846056,426574,39114
Maharashtra,2020,June,"Week 4",5971218,1041970,539217,48292
Maharashtra,2020,June,"Week 5",1916679,344644,179871,15465
Maharashtra,2020,March,"Week 2",0,75,0,0
Maharashtra,2020,March,"Week 3",0,321,0,0
Maharashtra,2020,March,"Week 4",0,851,0,0
Maharashtra,2020,March,"Week 5",0,725,103,29
Maharashtra,2020,May,"Week 1",1169661,101574,17673,4099
Maharashtra,2020,May,"Week 2",1548916,162736,33016,6125
Maharashtra,2020,May,"Week 3",1990918,245992,61460,8819
Maharashtra,2020,May,"Week 4",2640924,365922,109861,12095
Maharashtra,2020,May,"Week 5",1346403,195051,84407,6581
Maharashtra,2020,November,"Week 1",64343721,11890481,10792379,311832
Maharashtra,2020,November,"Week 2",67170182,12123240,11166975,318965
Maharashtra,2020,November,"Week 3",69315532,12313253,11413264,323752
Maharashtra,2020,November,"Week 4",73223241,12575758,11646188,327404
Maharashtra,2020,November,"Week 5",21660806,3643955,3366048,94222
Maharashtra,2020,October,"Week 1",49717605,10091758,8045056,266514
Maharashtra,2020,October,"Week 2",53402874,10679103,8859291,281621
Maharashtra,2020,October,"Week 3",56877415,11150918,9596133,294104
Maharashtra,2020,October,"Week 4",60152785,11505181,10228903,302627
Maharashtra,2020,October,"Week 5",26711362,5017932,4508212,131458
Maharashtra,2020,September,"Week 1",31292033,6055666,4361586,181555
Maharashtra,2020,September,"Week 2",35469148,7093044,4999179,200740
Maharashtra,2020,September,"Week 3",39784217,8153450,5873513,222336
Maharashtra,2020,September,"Week 4",44159957,9101850,6955016,242912
Maharashtra,2020,September,"Week 5",13483229,2750575,2157481,72843
Maharashtra,2021,April,"Week 1",143799309,21068859,17655033,390826
Maharashtra,2021,April,"Week 2",154667060,23825647,19481510,405557
Maharashtra,2021,April,"Week 3",166812655,26839932,21772602,423225
Maharashtra,2021,April,"Week 4",180033750,30007585,24736282,453096
Maharashtra,2021,April,"Week 5",53922357,9142025,7668242,136798
Maharashtra,2021,August,"Week 1",341321390,44299318,42819813,933703
Maharashtra,2021,August,"Week 2",350947546,44588934,43164744,940836
Maharashtra,2021,August,"Week 3",360613086,44845038,43459654,947902
Maharashtra,2021,August,"Week 4",369971932,45065777,43728748,955611
Maharashtra,2021,August,"Week 5",161449326,19382495,18804328,411679
Maharashtra,2021,February,"Week 1",103730966,14251988,13622269,358477
Maharashtra,2021,February,"Week 2",106155308,14381286,13776821,359959
Maharashtra,2021,February,"Week 3",108693261,14578991,13910621,361697
Maharashtra,2021,February,"Week 4",112219645,14909347,14089781,363880
Maharashtra,2021,January,"Week 1",91072849,13626643,12911177,348053
Maharashtra,2021,January,"Week 2",94137030,13802352,13075226,350822
Maharashtra,2021,January,"Week 3",96952293,13949735,13239682,353374
Maharashtra,2021,January,"Week 4",99804896,14077355,13405599,355724
Maharashtra,2021,January,"Week 5",43672687,6071397,5782140,153124
Maharashtra,2021,July,"Week 1",297581094,42678114,40974618,860828
Maharashtra,2021,July,"Week 2",307904903,43099301,41420658,879370
Maharashtra,2021,July,"Week 3",318169046,43493213,41875842,895937
Maharashtra,2021,July,"Week 4",327743445,43848638,42273550,920833
Maharashtra,2021,July,"Week 5",143288409,18890627,18249993,397692
Maharashtra,2021,June,"Week 1",252074857,40627182,38521621,689226
Maharashtra,2021,June,"Week 2",263099119,41205374,39328880,745253
Maharashtra,2021,June,"Week 3",273493425,41674123,39897572,815874
Maharashtra,2021,June,"Week 4",284054696,42116790,40403597,842067
Maharashtra,2021,June,"Week 5",83036451,12113037,11629449,243749
Maharashtra,2021,March,"Week 1",116204260,15324877,14346107,366353
Maharashtra,2021,March,"Week 2",120525363,15879697,14749040,368728
Maharashtra,2021,March,"Week 3",125775273,16794489,15246337,372030
Maharashtra,2021,March,"Week 4",132237084,18228138,15974543,376686
Maharashtra,2021,March,"Week 5",58912397,8331934,7131161,163354
Maharashtra,2021,May,"Week 1",196994684,33802115,28717574,503082
Maharashtra,2021,May,"Week 2",209164500,36279192,31729133,541131
Maharashtra,2021,May,"Week 3",221340934,38053166,34471532,584605
Maharashtra,2021,May,"Week 4",234816987,39377303,36478637,632245
Maharashtra,2021,May,"Week 5",104525607,17191922,16097578,284218
Maharashtra,2021,October,"Week 1",415400847,45935659,44694211,974767
Maharashtra,2021,October,"Week 2",422124529,46058003,44834518,977100
Maharashtra,2021,October,"Week 3",427969168,46152973,44956115,978775
Maharashtra,2021,October,"Week 4",433861036,46227753,45065712,980299
Maharashtra,2021,October,"Week 5",187666282,19830276,19346809,420582
Maharashtra,2021,September,"Week 1",382643991,45372782,44034269,963879
Maharashtra,2021,September,"Week 2",390690502,45472971,44133818,966668
Maharashtra,2021,September,"Week 3",397975292,45627110,44313015,969137
Maharashtra,2021,September,"Week 4",405807892,45775449,44511407,971733
Maharashtra,2021,September,"Week 5",117624793,13098649,12740258,278078
Manipur,2020,April,"Week 1",0,13,2,0
Manipur,2020,April,"Week 2",276,14,7,0
Manipur,2020,April,"Week 3",2107,14,9,0
Manipur,2020,April,"Week 4",2688,14,14,0
Manipur,2020,April,"Week 5",875,4,4,0
Manipur,2020,August,"Week 1",635448,21311,12709,52
Manipur,2020,August,"Week 2",729338,27488,15134,83
Manipur,2020,August,"Week 3",828304,33275,19741,120
Manipur,2020,August,"Week 4",962523,38351,26439,167
Manipur,2020,August,"Week 5",456600,18330,12755,84
Manipur,2020,December,"Week 1",3011817,180029,156772,2083
Manipur,2020,December,"Week 2",3129420,187888,165560,2235
Manipur,2020,December,"Week 3",3216381,192601,177545,2332
Manipur,2020,December,"Week 4",3299936,195448,183591,2400
Manipur,2020,December,"Week 5",1423572,84427,79800,1062
Manipur,2020,July,"Week 1",379839,9366,4695,0
Manipur,2020,July,"Week 2",430895,10967,6153,0
Manipur,2020,July,"Week 3",486253,13006,8493,0
Manipur,2020,July,"Week 4",540430,15335,10584,0
Manipur,2020,July,"Week 5",251663,7584,5014,10
Manipur,2020,June,"Week 1",88386,865,243,0
Manipur,2020,June,"Week 2",145724,2545,496,0
Manipur,2020,June,"Week 3",213386,4447,1401,0
Manipur,2020,June,"Week 4",309538,7197,2470,0
Manipur,2020,June,"Week 5",99764,2461,1047,0
Manipur,2020,March,"Week 4",0,5,0,0
Manipur,2020,March,"Week 5",0,3,0,0
Manipur,2020,May,"Week 1",3794,14,14,0
Manipur,2020,May,"Week 2",8803,15,14,0
Manipur,2020,May,"Week 3",16739,83,14,0
Manipur,2020,May,"Week 4",37777,261,24,0
Manipur,2020,May,"Week 5",25788,190,23,0
Manipur,2020,November,"Week 1",2527048,136346,110042,1296
Manipur,2020,November,"Week 2",2641418,146954,123930,1435
Manipur,2020,November,"Week 3",2740754,156774,134613,1597
Manipur,2020,November,"Week 4",2848238,168692,144564,1727
Manipur,2020,November,"Week 5",838640,49959,42967,554
Manipur,2020,October,"Week 1",1763699,82860,64339,515
Manipur,2020,October,"Week 2",2054940,93364,72846,641
Manipur,2020,October,"Week 3",2240256,107827,81679,802
Manipur,2020,October,"Week 4",2358253,120431,90216,986
Manipur,2020,October,"Week 5",1046005,54831,42250,492
Manipur,2020,September,"Week 1",1157185,47222,34227,237
Manipur,2020,September,"Week 2",1295500,53204,41460,304
Manipur,2020,September,"Week 3",1430412,60209,46435,369
Manipur,2020,September,"Week 4",1574067,68825,52505,439
Manipur,2020,September,"Week 5",480164,21733,16499,132
Manipur,2021,April,"Week 1",4061230,205955,202900,2618
Manipur,2021,April,"Week 2",4107997,206535,203166,2629
Manipur,2021,April,"Week 3",4157761,208164,203640,2639
Manipur,2021,April,"Week 4",4232024,213210,204717,2708
Manipur,2021,April,"Week 5",1226933,62901,59454,805
Manipur,2021,August,"Week 1",7742971,709842,634695,11224
Manipur,2021,August,"Week 2",7988197,742173,681622,11719
Manipur,2021,August,"Week 3",8176482,765795,715707,12094
Manipur,2021,August,"Week 4",8340844,783689,745961,12340
Manipur,2021,August,"Week 5",3623166,340812,325345,5342
Manipur,2021,February,"Week 1",3642263,203695,200262,2603
Manipur,2021,February,"Week 2",3710866,204115,201043,2611
Manipur,2021,February,"Week 3",3771860,204565,201372,2611
Manipur,2021,February,"Week 4",3827018,204790,201899,2611
Manipur,2021,January,"Week 1",3351778,198509,190133,2522
Manipur,2021,January,"Week 2",3436416,200873,194947,2554
Manipur,2021,January,"Week 3",3493574,202140,197408,2564
Manipur,2021,January,"Week 4",3549292,202952,199088,2585
Manipur,2021,January,"Week 5",1540921,87163,85622,1113
Manipur,2021,July,"Week 1",6438955,505821,454525,8372
Manipur,2021,July,"Week 2",6692588,544322,484462,8944
Manipur,2021,July,"Week 3",7011630,593298,516821,9656
Manipur,2021,July,"Week 4",7329229,647668,563929,10325
Manipur,2021,July,"Week 5",3241217,293021,256233,4618
Manipur,2021,June,"Week 1",5210425,375881,306784,6025
Manipur,2021,June,"Week 2",5590390,410261,341265,6615
Manipur,2021,June,"Week 3",5918610,440254,368434,7201
Manipur,2021,June,"Week 4",6149673,467263,409091,7679
Manipur,2021,June,"Week 5",1798996,138988,124762,2291
Manipur,2021,March,"Week 1",3871321,204987,202157,2611
Manipur,2021,March,"Week 2",3915124,205142,202318,2611
Manipur,2021,March,"Week 3",3963680,205269,202473,2611
Manipur,2021,March,"Week 4",4005290,205554,202570,2616
Manipur,2021,March,"Week 5",1726436,88184,86858,1122
Manipur,2021,May,"Week 1",4364860,230964,210872,3001
Manipur,2021,May,"Week 2",4505347,255231,217227,3549
Manipur,2021,May,"Week 3",4664565,285262,235322,4286
Manipur,2021,May,"Week 4",4826590,318741,265255,5026
Manipur,2021,May,"Week 5",2136589,149483,121804,2376
Manipur,2021,October,"Week 1",9176297,848157,820922,13070
Manipur,2021,October,"Week 2",9291504,854693,830323,13199
Manipur,2021,October,"Week 3",9403674,859639,836612,13292
Manipur,2021,October,"Week 4",9495883,863363,843732,13388
Manipur,2021,October,"Week 5",4097819,371008,362961,5760
Manipur,2021,September,"Week 1",8573798,805405,769980,12564
Manipur,2021,September,"Week 2",8728804,817822,785181,12665
Manipur,2021,September,"Week 3",8869249,828030,799005,12792
Manipur,2021,September,"Week 4",9013421,837495,809614,12905
Manipur,2021,September,"Week 5",2599524,241010,232831,3709
Meghalaya,2020,April,"Week 2",0,2,0,0
Meghalaya,2020,April,"Week 3",4444,70,0,7
Meghalaya,2020,April,"Week 4",8259,84,0,7
Meghalaya,2020,April,"Week 5",2992,24,0,2
Meghalaya,2020,August,"Week 1",269954,6484,2205,35
Meghalaya,2020,August,"Week 2",291323,7942,3566,42
Meghalaya,2020,August,"Week 3",335003,10455,4839,42
Meghalaya,2020,August,"Week 4",540995,14142,5897,58
Meghalaya,2020,August,"Week 5",261391,6994,3246,30
Meghalaya,2020,December,"Week 1",1748612,84616,79226,818
Meghalaya,2020,December,"Week 2",1841649,88702,83394,874
Meghalaya,2020,December,"Week 3",1925360,92141,87073,931
Meghalaya,2020,December,"Week 4",1995146,93462,90530,953
Meghalaya,2020,December,"Week 5",874278,40203,39236,416
Meghalaya,2020,July,"Week 1",144598,499,300,7
Meghalaya,2020,July,"Week 2",164496,1590,317,14
Meghalaya,2020,July,"Week 3",187503,2944,364,20
Meghalaya,2020,July,"Week 4",226207,4500,855,33
Meghalaya,2020,July,"Week 5",106047,2410,632,15
Meghalaya,2020,June,"Week 1",65005,226,89,7
Meghalaya,2020,June,"Week 2",82726,302,128,7
Meghalaya,2020,June,"Week 3",101990,303,218,7
Meghalaya,2020,June,"Week 4",122471,329,287,7
Meghalaya,2020,June,"Week 5",38001,104,84,2
Meghalaya,2020,May,"Week 1",12835,84,70,7
Meghalaya,2020,May,"Week 2",16548,90,72,7
Meghalaya,2020,May,"Week 3",20974,93,81,7
Meghalaya,2020,May,"Week 4",34651,118,84,7
Meghalaya,2020,May,"Week 5",21151,81,36,3
Meghalaya,2020,November,"Week 1",1442233,68746,61149,635
Meghalaya,2020,November,"Week 2",1506943,72823,65081,671
Meghalaya,2020,November,"Week 3",1568922,76441,69703,724
Meghalaya,2020,November,"Week 4",1638736,80621,73531,771
Meghalaya,2020,November,"Week 5",480807,23550,21797,222
Meghalaya,2020,October,"Week 1",1101427,45916,30730,390
Meghalaya,2020,October,"Week 2",1209542,53476,36183,445
Meghalaya,2020,October,"Week 3",1303165,59129,43261,526
Meghalaya,2020,October,"Week 4",1377913,62859,51524,566
Meghalaya,2020,October,"Week 5",603743,28139,24360,262
Meghalaya,2020,September,"Week 1",667375,19272,10057,100
Meghalaya,2020,September,"Week 2",762502,24218,13516,159
Meghalaya,2020,September,"Week 3",891293,30988,16757,234
Meghalaya,2020,September,"Week 4",980920,35869,23268,300
Meghalaya,2020,September,"Week 5",299107,11102,7915,96
Meghalaya,2021,April,"Week 1",2860852,98778,97113,1050
Meghalaya,2021,April,"Week 2",2949102,100064,97491,1057
Meghalaya,2021,April,"Week 3",3047874,104355,98301,1073
Meghalaya,2021,April,"Week 4",3149318,111724,101262,1125
Meghalaya,2021,April,"Week 5",920593,33463,30000,340
Meghalaya,2021,August,"Week 1",6059947,469369,422099,7882
Meghalaya,2021,August,"Week 2",6299273,491624,451597,8350
Meghalaya,2021,August,"Week 3",6483241,508686,475192,8741
